log_id,session_id,event_type,filename,status,pan,employee_name,financial_year,part_type,error_detail,timestamp
AD065447,E26B63FA12094C5A,MERGE_SUCCESS,KLMNO9012P_Form16.pdf,merged,KLMNO9012P,Amit Verma,2025-26,,pages=2,2026-06-22T05:44:08.611941
CAED5B29,E26B63FA12094C5A,MERGE_SUCCESS,QRSTU3456V_Form16.pdf,merged,QRSTU3456V,Sneha Reddy,2025-26,,pages=2,2026-06-22T05:44:08.651503
E1C76CDA,E26B63FA12094C5A,MERGE_SUCCESS,WXYZA7890B_Form16.pdf,merged,WXYZA7890B,Vikram Malhotra,2025-26,,pages=2,2026-06-22T05:44:08.690096
9B43DF78,E26B63FA12094C5A,MERGE_COMPLETE,,done,,,,,"ready=5, merged=5, failed=0, skipped=2",2026-06-22T05:44:08.750720
0CE5ECC7,251E9E0AA4584FF2,UPLOAD_START,,started,,,,,,2026-06-22T06:53:23.483233
BC8C0FE8,251E9E0AA4584FF2,EXTRACT_SUCCESS,EMP01_PartA.pdf,ok,ABCDE1234F,Aarav Sharma,2025-26,A,,2026-06-22T06:53:49.539800
DAB060F8,251E9E0AA4584FF2,EXTRACT_SUCCESS,EMP01_PartB.pdf,ok,ABCDE1234F,Aarav Sharma,2025-26,B,,2026-06-22T06:53:49.678650
FFC4E73A,251E9E0AA4584FF2,EXTRACT_SUCCESS,EMP02_PartA.pdf,ok,FGHIJ5678K,Priya Patel,2025-26,A,,2026-06-22T06:53:49.942299
9146C835,251E9E0AA4584FF2,EXTRACT_SUCCESS,EMP02_PartB.pdf,ok,FGHIJ5678K,Priya Patel,2025-26,B,,2026-06-22T06:53:50.009343
820038BD,251E9E0AA4584FF2,EXTRACT_SUCCESS,EMP03_PartA.pdf,ok,KLMNO9012P,Amit Verma,2025-26,A,,2026-06-22T06:53:50.262285
2E86D8E7,251E9E0AA4584FF2,EXTRACT_SUCCESS,EMP03_PartB.pdf,ok,KLMNO9012P,Amit Verma,2025-26,B,,2026-06-22T06:53:50.330137
DE881926,251E9E0AA4584FF2,EXTRACT_SUCCESS,EMP04_PartA.pdf,ok,QRSTU3456V,Sneha Reddy,2025-26,A,,2026-06-22T06:53:50.409467
BB1F0122,251E9E0AA4584FF2,EXTRACT_SUCCESS,EMP04_PartB.pdf,ok,QRSTU3456V,Sneha Reddy,2025-26,B,,2026-06-22T06:53:50.482237
BC2BA49D,251E9E0AA4584FF2,EXTRACT_SUCCESS,EMP05_PartA.pdf,ok,WXYZA7890B,Vikram Malhotra,2025-26,A,,2026-06-22T06:53:50.550651
6D00CEAB,251E9E0AA4584FF2,EXTRACT_SUCCESS,EMP05_PartB.pdf,ok,WXYZA7890B,Vikram Malhotra,2025-26,B,,2026-06-22T06:53:50.645194
90AD7209,251E9E0AA4584FF2,EXTRACT_SUCCESS,EMP06_PartA.pdf,ok,BCDEF1122G,Rohan Gupta,2025-26,A,,2026-06-22T06:53:50.719610
0272B638,251E9E0AA4584FF2,EXTRACT_SUCCESS,EMP07_PartB.pdf,ok,CDEFG3344H,Ananya Rao,2025-26,B,,2026-06-22T06:53:50.788386
52A51E84,251E9E0AA4584FF2,DECRYPT_FAIL,EMP08_PartA.pdf,wrong_password,,,,,TAN did not match PDF password.,2026-06-22T06:53:50.866801
64E64472,251E9E0AA4584FF2,DECRYPT_FAIL,EMP08_PartB.pdf,wrong_password,,,,,TAN did not match PDF password.,2026-06-22T06:53:50.944342
BF24A27D,251E9E0AA4584FF2,UPLOAD_COMPLETE,,done,,,,,"total=14, decrypted=12, failed=2, extraction_errors=0",2026-06-22T06:53:50.981225
3DD95777,251E9E0AA4584FF2,MERGE_START,,started,,,,,ready_records=5,2026-06-22T06:54:05.940737
50544BDA,251E9E0AA4584FF2,MERGE_SUCCESS,ABCDE1234F_Form16.pdf,merged,ABCDE1234F,Aarav Sharma,2025-26,,pages=2,2026-06-22T06:54:05.979197
98F5557D,251E9E0AA4584FF2,MERGE_SUCCESS,FGHIJ5678K_Form16.pdf,merged,FGHIJ5678K,Priya Patel,2025-26,,pages=2,2026-06-22T06:54:06.015304
AB150FC3,251E9E0AA4584FF2,MERGE_SUCCESS,KLMNO9012P_Form16.pdf,merged,KLMNO9012P,Amit Verma,2025-26,,pages=2,2026-06-22T06:54:06.060012
B7CED5C0,251E9E0AA4584FF2,MERGE_SUCCESS,QRSTU3456V_Form16.pdf,merged,QRSTU3456V,Sneha Reddy,2025-26,,pages=2,2026-06-22T06:54:06.128449
90ABE43F,251E9E0AA4584FF2,MERGE_SUCCESS,WXYZA7890B_Form16.pdf,merged,WXYZA7890B,Vikram Malhotra,2025-26,,pages=2,2026-06-22T06:54:06.176256
BA263AD1,251E9E0AA4584FF2,MERGE_COMPLETE,,done,,,,,"ready=5, merged=5, failed=0, skipped=2",2026-06-22T06:54:06.215804
2026-06-22T12:24:25.108601,APPROVE,ABCDE1234F,Aarav Sharma,ABCDE1234F_Form16.pdf,hr001,2026-06-22T12:24:25.106607,,,,
2026-06-22T12:24:25.488846,APPROVE,FGHIJ5678K,Priya Patel,FGHIJ5678K_Form16.pdf,hr001,2026-06-22T12:24:25.354486,,,,
2026-06-22T12:24:25.505751,APPROVE,KLMNO9012P,Amit Verma,KLMNO9012P_Form16.pdf,hr001,2026-06-22T12:24:25.504084,,,,
2026-06-22T12:24:25.827580,APPROVE,QRSTU3456V,Sneha Reddy,QRSTU3456V_Form16.pdf,hr001,2026-06-22T12:24:25.824770,,,,
2026-06-22T12:24:26.093038,APPROVE,WXYZA7890B,Vikram Malhotra,WXYZA7890B_Form16.pdf,hr001,2026-06-22T12:24:26.089748,,,,
2026-06-22T12:24:45.750689,PUBLISH,ABCDE1234F,Aarav Sharma,ABCDE1234F_Form16.pdf,hr001,2026-06-22T12:24:45.681522,,,,
2026-06-22T12:24:46.067965,PUBLISH,FGHIJ5678K,Priya Patel,FGHIJ5678K_Form16.pdf,hr001,2026-06-22T12:24:46.065372,,,,
2026-06-22T12:24:46.323110,PUBLISH,KLMNO9012P,Amit Verma,KLMNO9012P_Form16.pdf,hr001,2026-06-22T12:24:46.320725,,,,
2026-06-22T12:24:46.390201,PUBLISH,QRSTU3456V,Sneha Reddy,QRSTU3456V_Form16.pdf,hr001,2026-06-22T12:24:46.387745,,,,
2026-06-22T12:24:47.114728,PUBLISH,WXYZA7890B,Vikram Malhotra,WXYZA7890B_Form16.pdf,hr001,2026-06-22T12:24:46.653682,,,,
6939E31D,6600BF239E204D1E,UPLOAD_START,,started,,,,,,2026-06-22T07:12:59.873051
F3675618,6600BF239E204D1E,EXTRACT_SUCCESS,EMP01_PartA.pdf,ok,ABCDE1234F,Aarav Sharma,2025-26,A,,2026-06-22T07:13:00.092153
F2147782,6600BF239E204D1E,EXTRACT_SUCCESS,EMP01_PartB.pdf,ok,ABCDE1234F,Aarav Sharma,2025-26,B,,2026-06-22T07:13:00.982267
61B1AB8B,6600BF239E204D1E,EXTRACT_SUCCESS,EMP02_PartA.pdf,ok,FGHIJ5678K,Priya Patel,2025-26,A,,2026-06-22T07:13:01.068350
F13FAD91,6600BF239E204D1E,EXTRACT_SUCCESS,EMP02_PartB.pdf,ok,FGHIJ5678K,Priya Patel,2025-26,B,,2026-06-22T07:13:01.167414
E44F53C4,6600BF239E204D1E,EXTRACT_SUCCESS,EMP03_PartA.pdf,ok,KLMNO9012P,Amit Verma,2025-26,A,,2026-06-22T07:13:01.390532
CB8196F2,6600BF239E204D1E,EXTRACT_SUCCESS,EMP03_PartB.pdf,ok,KLMNO9012P,Amit Verma,2025-26,B,,2026-06-22T07:13:01.467109
F22B7543,6600BF239E204D1E,EXTRACT_SUCCESS,EMP04_PartA.pdf,ok,QRSTU3456V,Sneha Reddy,2025-26,A,,2026-06-22T07:13:01.555013
D2C2829C,6600BF239E204D1E,EXTRACT_SUCCESS,EMP04_PartB.pdf,ok,QRSTU3456V,Sneha Reddy,2025-26,B,,2026-06-22T07:13:01.637674
95EF7A3E,6600BF239E204D1E,EXTRACT_SUCCESS,EMP05_PartA.pdf,ok,WXYZA7890B,Vikram Malhotra,2025-26,A,,2026-06-22T07:13:01.721923
D1A912A5,6600BF239E204D1E,EXTRACT_SUCCESS,EMP05_PartB.pdf,ok,WXYZA7890B,Vikram Malhotra,2025-26,B,,2026-06-22T07:13:01.800206
FE0248FB,6600BF239E204D1E,EXTRACT_SUCCESS,EMP06_PartA.pdf,ok,BCDEF1122G,Rohan Gupta,2025-26,A,,2026-06-22T07:13:01.885479
3C90AAB0,6600BF239E204D1E,EXTRACT_SUCCESS,EMP07_PartB.pdf,ok,CDEFG3344H,Ananya Rao,2025-26,B,,2026-06-22T07:13:02.083588
78FCF196,6600BF239E204D1E,DECRYPT_FAIL,EMP08_PartA.pdf,wrong_password,,,,,TAN did not match PDF password.,2026-06-22T07:13:02.150012
16B6D205,6600BF239E204D1E,DECRYPT_FAIL,EMP08_PartB.pdf,wrong_password,,,,,TAN did not match PDF password.,2026-06-22T07:13:02.955573
436349A5,6600BF239E204D1E,UPLOAD_COMPLETE,,done,,,,,"total=14, decrypted=12, failed=2, extraction_errors=0",2026-06-22T07:13:02.990549
39411E69,6600BF239E204D1E,MERGE_START,,started,,,,,ready_records=5,2026-06-22T07:13:11.159332
3648B7EC,6600BF239E204D1E,MERGE_SUCCESS,ABCDE1234F_Form16.pdf,merged,ABCDE1234F,Aarav Sharma,2025-26,,pages=2,2026-06-22T07:13:11.245871
B478AC76,6600BF239E204D1E,MERGE_SUCCESS,FGHIJ5678K_Form16.pdf,merged,FGHIJ5678K,Priya Patel,2025-26,,pages=2,2026-06-22T07:13:11.284773
F24A63F1,6600BF239E204D1E,MERGE_SUCCESS,KLMNO9012P_Form16.pdf,merged,KLMNO9012P,Amit Verma,2025-26,,pages=2,2026-06-22T07:13:11.362762
29E0A0F0,6600BF239E204D1E,MERGE_SUCCESS,QRSTU3456V_Form16.pdf,merged,QRSTU3456V,Sneha Reddy,2025-26,,pages=2,2026-06-22T07:13:11.400236
EA0C005E,6600BF239E204D1E,MERGE_SUCCESS,WXYZA7890B_Form16.pdf,merged,WXYZA7890B,Vikram Malhotra,2025-26,,pages=2,2026-06-22T07:13:11.440787
B6BA5181,6600BF239E204D1E,MERGE_COMPLETE,,done,,,,,"ready=5, merged=5, failed=0, skipped=2",2026-06-22T07:13:11.475698
2026-06-22T12:43:27.538039,APPROVE,ABCDE1234F,Aarav Sharma,ABCDE1234F_Form16.pdf,hr001,2026-06-22T12:43:27.534549,,,,
2026-06-22T12:43:27.796284,APPROVE,FGHIJ5678K,Priya Patel,FGHIJ5678K_Form16.pdf,hr001,2026-06-22T12:43:27.795177,,,,
2026-06-22T12:43:27.861321,APPROVE,KLMNO9012P,Amit Verma,KLMNO9012P_Form16.pdf,hr001,2026-06-22T12:43:27.858343,,,,
2026-06-22T12:43:28.116044,APPROVE,QRSTU3456V,Sneha Reddy,QRSTU3456V_Form16.pdf,hr001,2026-06-22T12:43:28.113804,,,,
2026-06-22T12:43:28.192353,APPROVE,WXYZA7890B,Vikram Malhotra,WXYZA7890B_Form16.pdf,hr001,2026-06-22T12:43:28.189427,,,,
2026-06-22T12:43:36.093991,PUBLISH,ABCDE1234F,Aarav Sharma,ABCDE1234F_Form16.pdf,hr001,2026-06-22T12:43:35.867652,,,,
2026-06-22T12:43:36.568047,PUBLISH,FGHIJ5678K,Priya Patel,FGHIJ5678K_Form16.pdf,hr001,2026-06-22T12:43:36.417610,,,,
2026-06-22T12:43:37.478371,PUBLISH,KLMNO9012P,Amit Verma,KLMNO9012P_Form16.pdf,hr001,2026-06-22T12:43:36.667132,,,,
2026-06-22T12:43:37.635955,PUBLISH,QRSTU3456V,Sneha Reddy,QRSTU3456V_Form16.pdf,hr001,2026-06-22T12:43:37.489068,,,,
2026-06-22T12:43:37.963183,PUBLISH,WXYZA7890B,Vikram Malhotra,WXYZA7890B_Form16.pdf,hr001,2026-06-22T12:43:37.954041,,,,
CA375DA3,CD51EC1CD3D54292,UPLOAD_START,,started,,,,,,2026-06-22T10:40:40.619387
9DF03F3F,CD51EC1CD3D54292,EXTRACT_SUCCESS,EMP01_PartA.pdf,ok,ABCDE1234F,Aarav Sharma,2025-26,A,,2026-06-22T10:41:04.623510
AE84A6D4,CD51EC1CD3D54292,EXTRACT_SUCCESS,EMP01_PartB.pdf,ok,ABCDE1234F,Aarav Sharma,2025-26,B,,2026-06-22T10:41:05.268887
2EA8BB49,CD51EC1CD3D54292,EXTRACT_SUCCESS,EMP02_PartA.pdf,ok,FGHIJ5678K,Priya Patel,2025-26,A,,2026-06-22T10:41:05.466745
272F0986,CD51EC1CD3D54292,EXTRACT_SUCCESS,EMP02_PartB.pdf,ok,FGHIJ5678K,Priya Patel,2025-26,B,,2026-06-22T10:41:05.887267
8F498E09,CD51EC1CD3D54292,EXTRACT_SUCCESS,EMP03_PartA.pdf,ok,KLMNO9012P,Amit Verma,2025-26,A,,2026-06-22T10:41:05.972929
6D7C9EC0,CD51EC1CD3D54292,EXTRACT_SUCCESS,EMP03_PartB.pdf,ok,KLMNO9012P,Amit Verma,2025-26,B,,2026-06-22T10:41:06.054904
0F79DEE6,CD51EC1CD3D54292,EXTRACT_SUCCESS,EMP04_PartA.pdf,ok,QRSTU3456V,Sneha Reddy,2025-26,A,,2026-06-22T10:41:06.135486
A94AABED,CD51EC1CD3D54292,EXTRACT_SUCCESS,EMP04_PartB.pdf,ok,QRSTU3456V,Sneha Reddy,2025-26,B,,2026-06-22T10:41:06.217976
69463CFE,CD51EC1CD3D54292,EXTRACT_SUCCESS,EMP05_PartA.pdf,ok,WXYZA7890B,Vikram Malhotra,2025-26,A,,2026-06-22T10:41:06.328771
F917372C,CD51EC1CD3D54292,EXTRACT_SUCCESS,EMP05_PartB.pdf,ok,WXYZA7890B,Vikram Malhotra,2025-26,B,,2026-06-22T10:41:06.454902
3B9B4CC0,CD51EC1CD3D54292,EXTRACT_SUCCESS,EMP06_PartA.pdf,ok,BCDEF1122G,Rohan Gupta,2025-26,A,,2026-06-22T10:41:06.542900
521B940B,CD51EC1CD3D54292,EXTRACT_SUCCESS,EMP07_PartB.pdf,ok,CDEFG3344H,Ananya Rao,2025-26,B,,2026-06-22T10:41:06.638743
D18E95A5,CD51EC1CD3D54292,DECRYPT_FAIL,EMP08_PartA.pdf,wrong_password,,,,,TAN did not match PDF password.,2026-06-22T10:41:06.726404
7D15FF6B,CD51EC1CD3D54292,DECRYPT_FAIL,EMP08_PartB.pdf,wrong_password,,,,,TAN did not match PDF password.,2026-06-22T10:41:07.064765
BD6E3CB0,CD51EC1CD3D54292,UPLOAD_COMPLETE,,done,,,,,"total=14, decrypted=12, failed=2, extraction_errors=0",2026-06-22T10:41:07.099098
AE41F6F4,CD51EC1CD3D54292,MERGE_START,,started,,,,,ready_records=5,2026-06-22T10:51:51.682837
81C57B42,CD51EC1CD3D54292,MERGE_SUCCESS,ABCDE1234F_Form16.pdf,merged,ABCDE1234F,Aarav Sharma,2025-26,,pages=2,2026-06-22T10:51:51.842538
92DDC57E,CD51EC1CD3D54292,MERGE_SUCCESS,FGHIJ5678K_Form16.pdf,merged,FGHIJ5678K,Priya Patel,2025-26,,pages=2,2026-06-22T10:51:51.882250
DD651905,CD51EC1CD3D54292,MERGE_SUCCESS,KLMNO9012P_Form16.pdf,merged,KLMNO9012P,Amit Verma,2025-26,,pages=2,2026-06-22T10:51:51.948109
E06CDFDD,CD51EC1CD3D54292,MERGE_SUCCESS,QRSTU3456V_Form16.pdf,merged,QRSTU3456V,Sneha Reddy,2025-26,,pages=2,2026-06-22T10:51:51.984332
30A56F43,CD51EC1CD3D54292,MERGE_SUCCESS,WXYZA7890B_Form16.pdf,merged,WXYZA7890B,Vikram Malhotra,2025-26,,pages=2,2026-06-22T10:51:52.033445
558EEF23,CD51EC1CD3D54292,MERGE_COMPLETE,,done,,,,,"ready=5, merged=5, failed=0, skipped=2",2026-06-22T10:51:52.067305
C523406A,3D2782346E7849D2,UPLOAD_START,,started,,,,,,2026-06-22T12:04:04.559355
BE09E808,3D2782346E7849D2,EXTRACT_SUCCESS,EMP01_PartA.pdf,ok,ABCDE1234F,Aarav Sharma,2025-26,A,,2026-06-22T12:04:26.068946
FC82377E,3D2782346E7849D2,EXTRACT_SUCCESS,EMP01_PartB.pdf,ok,ABCDE1234F,Aarav Sharma,2025-26,B,,2026-06-22T12:04:26.212280
D0BE6463,3D2782346E7849D2,EXTRACT_SUCCESS,EMP02_PartA.pdf,ok,FGHIJ5678K,Priya Patel,2025-26,A,,2026-06-22T12:04:26.284966
7B09FB11,3D2782346E7849D2,EXTRACT_SUCCESS,EMP02_PartB.pdf,ok,FGHIJ5678K,Priya Patel,2025-26,B,,2026-06-22T12:04:26.374692
E780F989,3D2782346E7849D2,EXTRACT_SUCCESS,EMP03_PartA.pdf,ok,KLMNO9012P,Amit Verma,2025-26,A,,2026-06-22T12:04:26.498042
E330B1EB,3D2782346E7849D2,EXTRACT_SUCCESS,EMP03_PartB.pdf,ok,KLMNO9012P,Amit Verma,2025-26,B,,2026-06-22T12:04:26.626541
673CF917,3D2782346E7849D2,EXTRACT_SUCCESS,EMP04_PartA.pdf,ok,QRSTU3456V,Sneha Reddy,2025-26,A,,2026-06-22T12:04:26.706438
12A2D75F,3D2782346E7849D2,EXTRACT_SUCCESS,EMP04_PartB.pdf,ok,QRSTU3456V,Sneha Reddy,2025-26,B,,2026-06-22T12:04:26.779093
D0F525CE,3D2782346E7849D2,EXTRACT_SUCCESS,EMP05_PartA.pdf,ok,WXYZA7890B,Vikram Malhotra,2025-26,A,,2026-06-22T12:04:26.878784
22C23819,3D2782346E7849D2,EXTRACT_SUCCESS,EMP05_PartB.pdf,ok,WXYZA7890B,Vikram Malhotra,2025-26,B,,2026-06-22T12:04:26.973724
5F1B6F45,3D2782346E7849D2,EXTRACT_SUCCESS,EMP06_PartA.pdf,ok,BCDEF1122G,Rohan Gupta,2025-26,A,,2026-06-22T12:04:27.045504
CD5D8FB1,3D2782346E7849D2,EXTRACT_SUCCESS,EMP07_PartB.pdf,ok,CDEFG3344H,Ananya Rao,2025-26,B,,2026-06-22T12:04:27.114406
CD435654,3D2782346E7849D2,DECRYPT_FAIL,EMP08_PartA.pdf,wrong_password,,,,,TAN did not match PDF password.,2026-06-22T12:04:27.191398
75E4F491,3D2782346E7849D2,DECRYPT_FAIL,EMP08_PartB.pdf,wrong_password,,,,,TAN did not match PDF password.,2026-06-22T12:04:27.319700
87BA3FF6,3D2782346E7849D2,UPLOAD_COMPLETE,,done,,,,,"total=14, decrypted=12, failed=2, extraction_errors=0",2026-06-22T12:04:27.358431
A57B64B7,3D2782346E7849D2,MERGE_START,,started,,,,,ready_records=5,2026-06-22T12:04:38.379750
24769B2C,3D2782346E7849D2,MERGE_SUCCESS,ABCDE1234F_Form16.pdf,merged,ABCDE1234F,Aarav Sharma,2025-26,,pages=2,2026-06-22T12:04:38.420413
5D86ED07,3D2782346E7849D2,MERGE_SUCCESS,FGHIJ5678K_Form16.pdf,merged,FGHIJ5678K,Priya Patel,2025-26,,pages=2,2026-06-22T12:04:38.462632
14092AEB,3D2782346E7849D2,MERGE_SUCCESS,KLMNO9012P_Form16.pdf,merged,KLMNO9012P,Amit Verma,2025-26,,pages=2,2026-06-22T12:04:38.506024
5E56C422,3D2782346E7849D2,MERGE_SUCCESS,QRSTU3456V_Form16.pdf,merged,QRSTU3456V,Sneha Reddy,2025-26,,pages=2,2026-06-22T12:04:38.547811
A3A1C32C,3D2782346E7849D2,MERGE_SUCCESS,WXYZA7890B_Form16.pdf,merged,WXYZA7890B,Vikram Malhotra,2025-26,,pages=2,2026-06-22T12:04:38.586362
E3CBA810,3D2782346E7849D2,MERGE_COMPLETE,,done,,,,,"ready=5, merged=5, failed=0, skipped=2",2026-06-22T12:04:38.635943
C909698E,280580728A28435A,UPLOAD_START,,started,,,,,,2026-06-22T17:41:00.077622
5DC7BF7B,280580728A28435A,DECRYPT_FAIL,EMP01_PartA.pdf,wrong_password,,,,,TAN did not match PDF password.,2026-06-22T17:41:13.767136
571719F8,280580728A28435A,DECRYPT_FAIL,EMP01_PartB.pdf,wrong_password,,,,,TAN did not match PDF password.,2026-06-22T17:41:13.934098
FA66C0F6,280580728A28435A,DECRYPT_FAIL,EMP02_PartA.pdf,wrong_password,,,,,TAN did not match PDF password.,2026-06-22T17:41:14.024249
70185474,280580728A28435A,DECRYPT_FAIL,EMP02_PartB.pdf,wrong_password,,,,,TAN did not match PDF password.,2026-06-22T17:41:14.101000
95026320,280580728A28435A,DECRYPT_FAIL,EMP03_PartA.pdf,wrong_password,,,,,TAN did not match PDF password.,2026-06-22T17:41:14.199715
579313D2,280580728A28435A,DECRYPT_FAIL,EMP03_PartB.pdf,wrong_password,,,,,TAN did not match PDF password.,2026-06-22T17:41:14.295278
C2478885,280580728A28435A,DECRYPT_FAIL,EMP04_PartA.pdf,wrong_password,,,,,TAN did not match PDF password.,2026-06-22T17:41:14.373521
ACBD7EEC,280580728A28435A,DECRYPT_FAIL,EMP04_PartB.pdf,wrong_password,,,,,TAN did not match PDF password.,2026-06-22T17:41:14.652811
39A0EC20,280580728A28435A,DECRYPT_FAIL,EMP05_PartA.pdf,wrong_password,,,,,TAN did not match PDF password.,2026-06-22T17:41:14.797348
3310DFAD,280580728A28435A,DECRYPT_FAIL,EMP05_PartB.pdf,wrong_password,,,,,TAN did not match PDF password.,2026-06-22T17:41:14.908260
7FD1D3AB,280580728A28435A,DECRYPT_FAIL,EMP06_PartA.pdf,wrong_password,,,,,TAN did not match PDF password.,2026-06-22T17:41:15.005174
226DFE33,280580728A28435A,DECRYPT_FAIL,EMP07_PartB.pdf,wrong_password,,,,,TAN did not match PDF password.,2026-06-22T17:41:15.127171
C602CEE2,280580728A28435A,DECRYPT_FAIL,EMP08_PartA.pdf,wrong_password,,,,,TAN did not match PDF password.,2026-06-22T17:41:15.223908
5DA26868,280580728A28435A,DECRYPT_FAIL,EMP08_PartB.pdf,wrong_password,,,,,TAN did not match PDF password.,2026-06-22T17:41:15.299084
08D74DBD,280580728A28435A,UPLOAD_COMPLETE,,done,,,,,"total=14, decrypted=0, failed=14, extraction_errors=0",2026-06-22T17:41:15.340719
88F340A3,14BB3318EF1D4CC6,UPLOAD_START,,started,,,,,,2026-06-22T17:42:57.308910
FDEDC508,14BB3318EF1D4CC6,EXTRACT_SUCCESS,EMP01_PartA.pdf,ok,ABCDE1234F,Aarav Sharma,2025-26,A,,2026-06-22T17:43:20.745005
0ABF1756,14BB3318EF1D4CC6,EXTRACT_SUCCESS,EMP01_PartB.pdf,ok,ABCDE1234F,Aarav Sharma,2025-26,B,,2026-06-22T17:43:20.870463
14087371,14BB3318EF1D4CC6,EXTRACT_SUCCESS,EMP02_PartA.pdf,ok,FGHIJ5678K,Priya Patel,2025-26,A,,2026-06-22T17:43:21.076020
8ED9387C,14BB3318EF1D4CC6,EXTRACT_SUCCESS,EMP02_PartB.pdf,ok,FGHIJ5678K,Priya Patel,2025-26,B,,2026-06-22T17:43:21.293819
071879F8,14BB3318EF1D4CC6,EXTRACT_SUCCESS,EMP03_PartA.pdf,ok,KLMNO9012P,Amit Verma,2025-26,A,,2026-06-22T17:43:21.774801
21BB83BF,14BB3318EF1D4CC6,EXTRACT_SUCCESS,EMP03_PartB.pdf,ok,KLMNO9012P,Amit Verma,2025-26,B,,2026-06-22T17:43:21.902626
65E49BC3,14BB3318EF1D4CC6,EXTRACT_SUCCESS,EMP04_PartA.pdf,ok,QRSTU3456V,Sneha Reddy,2025-26,A,,2026-06-22T17:43:22.029343
2DF3DA55,14BB3318EF1D4CC6,EXTRACT_SUCCESS,EMP04_PartB.pdf,ok,QRSTU3456V,Sneha Reddy,2025-26,B,,2026-06-22T17:43:22.144531
E5F8752A,14BB3318EF1D4CC6,EXTRACT_SUCCESS,EMP05_PartA.pdf,ok,WXYZA7890B,Vikram Malhotra,2025-26,A,,2026-06-22T17:43:22.354509
E77D3A9D,14BB3318EF1D4CC6,EXTRACT_SUCCESS,EMP05_PartB.pdf,ok,WXYZA7890B,Vikram Malhotra,2025-26,B,,2026-06-22T17:43:22.537457
AC628D25,14BB3318EF1D4CC6,EXTRACT_SUCCESS,EMP06_PartA.pdf,ok,BCDEF1122G,Rohan Gupta,2025-26,A,,2026-06-22T17:43:22.888479
95CC6458,14BB3318EF1D4CC6,EXTRACT_SUCCESS,EMP07_PartB.pdf,ok,CDEFG3344H,Ananya Rao,2025-26,B,,2026-06-22T17:43:23.127901
CC31E1EC,14BB3318EF1D4CC6,DECRYPT_FAIL,EMP08_PartA.pdf,wrong_password,,,,,TAN did not match PDF password.,2026-06-22T17:43:23.290677
DDCA50BE,14BB3318EF1D4CC6,DECRYPT_FAIL,EMP08_PartB.pdf,wrong_password,,,,,TAN did not match PDF password.,2026-06-22T17:43:23.483073
986FCF63,14BB3318EF1D4CC6,UPLOAD_COMPLETE,,done,,,,,"total=14, decrypted=12, failed=2, extraction_errors=0",2026-06-22T17:43:23.601295
45118E1E,14BB3318EF1D4CC6,MERGE_START,,started,,,,,ready_records=5,2026-06-22T17:43:34.396822
F82EE8F8,14BB3318EF1D4CC6,MERGE_SUCCESS,ABCDE1234F_Form16.pdf,merged,ABCDE1234F,Aarav Sharma,2025-26,,pages=2,2026-06-22T17:43:34.507058
EB18A40A,14BB3318EF1D4CC6,MERGE_SUCCESS,FGHIJ5678K_Form16.pdf,merged,FGHIJ5678K,Priya Patel,2025-26,,pages=2,2026-06-22T17:43:34.614149
98C1FA06,14BB3318EF1D4CC6,MERGE_SUCCESS,KLMNO9012P_Form16.pdf,merged,KLMNO9012P,Amit Verma,2025-26,,pages=2,2026-06-22T17:43:34.817450
F41E71DE,14BB3318EF1D4CC6,MERGE_SUCCESS,QRSTU3456V_Form16.pdf,merged,QRSTU3456V,Sneha Reddy,2025-26,,pages=2,2026-06-22T17:43:34.923473
5B110FFD,14BB3318EF1D4CC6,MERGE_SUCCESS,WXYZA7890B_Form16.pdf,merged,WXYZA7890B,Vikram Malhotra,2025-26,,pages=2,2026-06-22T17:43:35.030606
BC0EB9B1,14BB3318EF1D4CC6,MERGE_COMPLETE,,done,,,,,"ready=5, merged=5, failed=0, skipped=2",2026-06-22T17:43:35.150499
D96B8AAE,66DCF99D902E49D2,UPLOAD_START,,started,,,,,,2026-06-23T04:57:19.795753
E8A4AE8C,66DCF99D902E49D2,EXTRACT_SUCCESS,EMP01_PartA.pdf,ok,ABCDE1234F,Aarav Sharma,2025-26,A,,2026-06-23T04:57:34.849775
7D49BE9C,66DCF99D902E49D2,EXTRACT_SUCCESS,EMP01_PartB.pdf,ok,ABCDE1234F,Aarav Sharma,2025-26,B,,2026-06-23T04:57:34.958803
210D80A5,66DCF99D902E49D2,EXTRACT_SUCCESS,EMP02_PartA.pdf,ok,FGHIJ5678K,Priya Patel,2025-26,A,,2026-06-23T04:57:35.058876
7630EDFA,66DCF99D902E49D2,EXTRACT_SUCCESS,EMP02_PartB.pdf,ok,FGHIJ5678K,Priya Patel,2025-26,B,,2026-06-23T04:57:35.158850
71F51FD3,66DCF99D902E49D2,EXTRACT_SUCCESS,EMP03_PartA.pdf,ok,KLMNO9012P,Amit Verma,2025-26,A,,2026-06-23T04:57:35.264685
20A98EEF,66DCF99D902E49D2,EXTRACT_SUCCESS,EMP03_PartB.pdf,ok,KLMNO9012P,Amit Verma,2025-26,B,,2026-06-23T04:57:35.371274
BED3CAF3,66DCF99D902E49D2,EXTRACT_SUCCESS,EMP04_PartA.pdf,ok,QRSTU3456V,Sneha Reddy,2025-26,A,,2026-06-23T04:57:35.477716
